DocumentName,ColorNumber,RGB1,RGB2,Number_of_caracter,Area,Area_of_letter,Proportion_of_area_letter,Target
HADOPI_RA_2014-2015-149.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4200,21972210,3993544,0.18,0
ONERC_Rapport_2010_villes_et_adaptation-33.jpeg,29,"(255, 250, 250)","(245, 255, 250)",3155,24175632,11347970,0.47,0
7750-175.jpeg,23,"(143, 188, 143)","(245, 255, 250)",1821,24163936,16308410,0.67,0
HADOPI_RA_2014-2015-91.jpeg,8,"(230, 230, 250)","(255, 250, 250)",2811,21972210,2261046,0.1,0
plan-actions-climat-energie-bd-126.jpeg,22,"(230, 230, 250)","(250, 240, 230)",2626,24171498,7761344,0.32,0
ONERC_Rapport_2010_villes_et_adaptation-116.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3326,24175632,4352973,0.18,0
ONERC_Rapport_2010_villes_et_adaptation-52.jpeg,4,"(255, 250, 250)","(230, 230, 250)",4125,23375000,7783556,0.33,0
ONERC_Rapport_2010_villes_et_adaptation-148.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4195,24175632,6013226,0.25,0
7750-91.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3517,24171498,3720475,0.15,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-17.jpeg,34,"(250, 240, 230)","(230, 230, 250)",3593,21972210,5265250,0.24,0
7750-170.jpeg,26,"(143, 188, 143)","(240, 255, 240)",3158,24163936,7346397,0.3,0
7750-192.jpeg,14,"(245, 255, 250)","(102, 205, 170)",128,24163936,1844385,0.08,0
7750-180.jpeg,21,"(143, 188, 143)","(245, 255, 250)",1725,24163936,12685600,0.52,0
etat_des_lieux_des_connaissances__cle069e48-3.jpeg,24,"(230, 230, 250)","(248, 248, 255)",795,24163936,8312589,0.34,0
Risques et pollution Programme immo  Clichy-35.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2258,24171498,3759990,0.16,0
HADOPI_RA_2014-2015-111.jpeg,27,"(255, 250, 250)","(245, 255, 250)",714,21972210,2408557,0.11,0
2-3.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2406,23375000,4383966,0.19,0
adaptation-changement-climatique-fiches-collectivites-39.jpeg,23,"(230, 230, 250)","(135, 206, 235)",5646,24175632,4587000,0.19,0
ONERC_Rapport_2010_villes_et_adaptation-114.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4189,24175632,5475601,0.23,0
plan-actions-climat-energie-bd-124.jpeg,7,"(255, 250, 250)","(245, 255, 250)",721,24171498,1651293,0.07,0
immobilier Upside L'atelier  2-8.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1953,24171498,2345236,0.1,0
TSP_SRT_Tome3_WEB-65.jpeg,17,"(255, 250, 250)","(250, 240, 230)",3270,21972210,3858234,0.18,0
plan-actions-climat-energie-bd-6.jpeg,3,"(230, 230, 250)","(250, 240, 230)",3396,24171498,3436581,0.14,0
HADOPI_RA_2014-2015-156.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3709,21972210,3305831,0.15,0
Apple_SR_2020_Progress_Report_FR-109.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2083,23375000,2607164,0.11,0
plan-actions-climat-energie-bd-87.jpeg,34,"(230, 230, 250)","(255, 250, 250)",2546,24171498,6886351,0.28,0
guide_plan_climat_energie_albi_1-58.jpeg,15,"(255, 250, 250)","(230, 230, 250)",2330,24177345,10374945,0.43,0
7750-220.jpeg,11,"(255, 250, 250)","(230, 230, 250)",2104,24171498,2970404,0.12,0
7750-130.jpeg,22,"(255, 250, 250)","(47, 79, 79)",1487,24171498,4957749,0.21,0
7750-49.jpeg,15,"(250, 240, 230)","(255, 250, 250)",4137,24171498,4274394,0.18,0
plan-actions-climat-energie-bd-135.jpeg,24,"(230, 230, 250)","(255, 250, 250)",2766,24171498,4953323,0.2,0
TSP_SRT_Tome3_WEB-1.jpeg,22,"(255, 250, 250)","(255, 228, 225)",3686,21972210,5739175,0.26,0
HADOPI_RA_2014-2015-24.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4384,21972210,3618437,0.16,0
adapter_son_territoire_au_changement_climatique_Guide-24.jpeg,6,"(245, 255, 250)","(240, 255, 240)",3437,17790880,3453953,0.19,0
ONERC_Rapport_2010_villes_et_adaptation-32.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4462,24175632,12575528,0.52,0
data_detection_images_1-14.jpeg,7,"(255, 250, 250)","(230, 230, 250)",2996,23375000,14117639,0.6,0
7750-215.jpeg,10,"(255, 250, 250)","(230, 230, 250)",1305,24171498,1618903,0.07,0
7750-222.jpeg,18,"(245, 222, 179)","(255, 250, 250)",3,24171498,6131888,0.25,0
CPCNRS-orionjwst-FRweb-1.jpeg,17,"(255, 250, 250)","(230, 230, 250)",1564,24177345,2110016,0.09,0
ONERC_Rapport_2010_villes_et_adaptation-107.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4170,24175632,5455328,0.23,0
7750-18.jpeg,9,"(255, 250, 250)","(230, 230, 250)",3918,24171498,4147955,0.17,0
2-5.jpeg,5,"(255, 250, 250)","(230, 230, 250)",2905,23375000,2463598,0.11,0
adapter_son_territoire_au_changement_climatique_Guide-39.jpeg,15,"(230, 230, 250)","(240, 255, 240)",3341,17790880,5980251,0.34,0
vol1_gicc-47.jpeg,4,"(255, 250, 250)","(230, 230, 250)",936,24163936,23151340,0.96,0
Suite programme Gardenia.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3199,24171498,3710811,0.15,0
ONERC_Rapport_2010_villes_et_adaptation-50.jpeg,6,"(248, 248, 255)","(248, 248, 255)",2906,23375000,4229634,0.18,0
HADOPI_RA_2014-2015-15.jpeg,51,"(255, 250, 250)","(245, 255, 250)",976,21972210,9847519,0.45,0
ONERC_Rapport_2010_villes_et_adaptation-97.jpeg,5,"(230, 230, 250)","(255, 250, 250)",3044,24175632,4352290,0.18,0
7750-12.jpeg,4,"(255, 250, 250)","(230, 230, 250)",4278,24171498,4470640,0.18,0
HADOPI_RA_2014-2015-104.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4173,21972210,3973736,0.18,0
7750-105.jpeg,8,"(255, 250, 250)","(230, 230, 250)",3954,24171498,4455762,0.18,0
TSP_SRT_Tome3_WEB-41.jpeg,18,"(255, 250, 250)","(250, 240, 230)",3094,21972210,6883108,0.31,0
adapter_son_territoire_au_changement_climatique_Guide-12.jpeg,17,"(240, 255, 240)","(245, 245, 220)",3161,17790880,3662558,0.21,0
7750-92.jpeg,5,"(255, 250, 250)","(230, 230, 250)",4136,24171498,4389928,0.18,0
HADOPI_RA_2014-2015-16.jpeg,38,"(255, 250, 250)","(143, 188, 143)",1089,21972210,11507007,0.52,0
7750-121.jpeg,35,"(255, 250, 250)","(250, 240, 230)",3323,24171498,4654894,0.19,0
Risques et pollution programme immo Gardenia-5.jpeg,4,"(255, 250, 250)","(230, 230, 250)",4380,24171498,3412505,0.14,0
immobilier Upside L'atelier -9.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3077,24171498,2001975,0.08,0
HADOPI_RA_2014-2015-57.jpeg,19,"(255, 250, 250)","(230, 230, 250)",2666,21972210,3155036,0.14,0
ONERC_Rapport_2010_villes_et_adaptation-7.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4619,24175632,5725065,0.24,0
ONERC_Rapport_2010_villes_et_adaptation-68.jpeg,3,"(230, 230, 250)","(255, 250, 250)",2009,24175632,11650157,0.48,0
7750-22.jpeg,9,"(255, 250, 250)","(250, 240, 230)",3910,24171498,4088842,0.17,0
HADOPI_RA_2014-2015-148.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4302,21972210,3546261,0.16,0
7750-143.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1804,24171498,2108422,0.09,0
HADOPI_RA_2014-2015-131.jpeg,18,"(255, 250, 250)","(230, 230, 250)",2395,21972210,2673208,0.12,0
ONERC_Rapport_2010_villes_et_adaptation-35.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3731,24175632,4766840,0.2,0
WebbMediaKit-45.jpeg,39,"(47, 79, 79)","(255, 250, 250)",1463,23375000,7886292,0.34,0
HADOPI_RA_2014-2015-31.jpeg,11,"(255, 250, 250)","(230, 230, 250)",2749,21972210,2753451,0.13,0
HADOPI_RA_2014-2015-69.jpeg,30,"(230, 230, 250)","(255, 250, 250)",3103,21972210,4502783,0.2,0
Apple_SR_2020_Progress_Report_FR-89.jpeg,3,"(255, 250, 250)","(248, 248, 255)",1654,23375000,1928974,0.08,0
HADOPI_RA_2014-2015-77.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3034,21972210,2857338,0.13,0
Risques et pollution programme immo Argenteuil-10.jpeg,3,"(255, 250, 250)","(248, 248, 255)",1002,24171498,471553,0.02,0
guide_plan_climat_energie_albi_1-51.jpeg,16,"(255, 250, 250)","(230, 230, 250)",1567,24177345,8478617,0.35,0
7750-168.jpeg,15,"(255, 250, 250)","(230, 230, 250)",1822,24163936,4138340,0.17,0
adaptation-changement-climatique-fiches-collectivites-21.jpeg,31,"(135, 206, 235)","(47, 79, 79)",2052,24175632,8211778,0.34,0
7750-117.jpeg,17,"(255, 250, 250)","(245, 255, 250)",3283,24171498,4088104,0.17,0
Risques et pollution programme immo Argenteuil-15.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2544,24171498,2819881,0.12,0
7750-42.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4509,24171498,4809395,0.2,0
plan-actions-climat-energie-bd-97.jpeg,1,"(230, 230, 250)",,3873,24171498,3773754,0.16,0
7750-1.jpeg,3,"(255, 250, 250)","(230, 230, 250)",264,24171498,439871,0.02,0
7750-217.jpeg,0,,,1,24171498,0,0.0,0
plan-actions-climat-energie-bd-121.jpeg,30,"(230, 230, 250)","(250, 240, 230)",2443,24171498,7789614,0.32,0
210913_VILLE DE PARIS_diag de vulnerabi_synthese 53web VF MODIFIEE-5.jpeg,35,"(230, 230, 250)","(255, 250, 250)",1085,24171498,2662470,0.11,0
adapter_son_territoire_au_changement_climatique_Guide-7.jpeg,12,"(143, 188, 143)","(245, 255, 250)",964,17790880,6938319,0.39,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-24.jpeg,23,"(85, 107, 47)","(255, 250, 250)",2605,21972210,9432659,0.43,0
plan-actions-climat-energie-bd-92.jpeg,17,"(230, 230, 250)","(250, 240, 230)",1422,24171498,3088200,0.13,0
Apple_SR_2020_Progress_Report_FR-111.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2227,23375000,2701371,0.12,0
Apple_SR_2020_Progress_Report_FR-102.jpeg,3,"(230, 230, 250)","(255, 250, 250)",1810,23375000,2556120,0.11,0
adaptation-changement-climatique-fiches-collectivites-12.jpeg,39,"(135, 206, 235)","(47, 79, 79)",2049,24175632,8459383,0.35,0
guide_plan_climat_energie_albi_1-52.jpeg,17,"(255, 250, 250)","(230, 230, 250)",1599,24177345,10249588,0.42,0
Risques et pollution Programme immo  Clichy-9.jpeg,23,"(255, 250, 250)","(250, 240, 230)",4019,24171498,5512419,0.23,0
Apple_SR_2020_Progress_Report_FR-9.jpeg,3,"(230, 230, 250)","(255, 250, 250)",2936,23375000,4349995,0.19,0
vol1_gicc-49.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2108,24163936,0,0.0,0
TSP_SRT_Tome3_WEB-7.jpeg,10,"(255, 228, 225)","(250, 240, 230)",1206,21972210,2518954,0.11,0
ONERC_Rapport_2010_villes_et_adaptation-154.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1133,24175632,1591037,0.07,0
7750-60.jpeg,5,"(255, 250, 250)","(230, 230, 250)",3887,24171498,4106431,0.17,0
plan-actions-climat-energie-bd-136.jpeg,1,"(230, 230, 250)",,1119,24171498,1763300,0.07,0
Apple_SR_2020_Progress_Report_FR-87.jpeg,7,"(255, 250, 250)","(250, 240, 230)",1132,23375000,1598474,0.07,0
plan-actions-climat-energie-bd-38.jpeg,7,"(230, 230, 250)","(250, 240, 230)",1292,24171498,2103981,0.09,0
7750-183.jpeg,22,"(255, 250, 250)","(255, 250, 250)",2928,24163936,21635988,0.9,0
HADOPI_RA_2014-2015-64.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4654,21972210,3663403,0.17,0
Apple_SR_2020_Progress_Report_FR-46.jpeg,3,"(230, 230, 250)","(255, 250, 250)",2951,23375000,3890055,0.17,0
ONERC_Rapport_2010_villes_et_adaptation-117.jpeg,16,"(255, 250, 250)","(230, 230, 250)",2612,24175632,5596693,0.23,0
HADOPI_RA_2014-2015-153.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4118,21972210,3666665,0.17,0
adaptation-changement-climatique-fiches-collectivites-38.jpeg,35,"(135, 206, 235)","(175, 238, 238)",2515,24175632,11173536,0.46,0
Risques et pollution programme immo Argenteuil-9.jpeg,5,"(255, 250, 250)","(230, 230, 250)",2037,24171498,6204798,0.26,0
HADOPI_RA_2014-2015-4.jpeg,3,"(230, 230, 250)","(255, 250, 250)",2121,21972210,1946808,0.09,0
7750-191.jpeg,17,"(245, 255, 250)","(240, 255, 240)",258,24163936,5122463,0.21,0
Apple_SR_2020_Progress_Report_FR-43.jpeg,3,"(255, 250, 250)","(248, 248, 255)",3093,23375000,2757588,0.12,0
ONERC_Rapport_2010_villes_et_adaptation-60.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2814,24175632,3527888,0.15,0
7750-30.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4806,24171498,5090351,0.21,0
adaptation-changement-climatique-fiches-collectivites-27.jpeg,54,"(135, 206, 235)","(100, 149, 237)",2011,24175632,7478226,0.31,0
vol1_gicc-3.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3195,24163936,5407884,0.22,0
plan-actions-climat-energie-bd-71.jpeg,16,"(230, 230, 250)","(250, 240, 230)",3930,24171498,5399614,0.22,0
7750-36.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4501,24171498,4874771,0.2,0
vol1_gicc-12.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3770,24163936,6203652,0.26,0
guide_plan_climat_energie_albi_1-1.jpeg,5,"(255, 250, 250)","(230, 230, 250)",4778,24177345,2008138,0.08,0
ONERC_Rapport_2010_villes_et_adaptation-56.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1142,23375000,1436045,0.06,0
7750-94.jpeg,9,"(255, 250, 250)","(230, 230, 250)",3196,24171498,3571403,0.15,0
vol1_gicc-58.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3339,24163936,5480382,0.23,0
vol1_gicc-20.jpeg,14,"(255, 250, 250)","(230, 230, 250)",2495,24163936,8079915,0.33,0
Apple_SR_2020_Progress_Report_FR-70.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2286,23375000,3166977,0.14,0
HADOPI_RA_2014-2015-102.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4708,21972210,4459211,0.2,0
etat_des_lieux_des_connaissances__cle069e48-9.jpeg,21,"(248, 248, 255)","(230, 230, 250)",766,24163936,5551243,0.23,0
Apple_SR_2020_Progress_Report_FR-98.jpeg,10,"(255, 250, 250)","(255, 250, 240)",779,23375000,1318773,0.06,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-16.jpeg,37,"(230, 230, 250)","(255, 250, 250)",2927,21972210,10603102,0.48,0
plan-actions-climat-energie-bd-73.jpeg,13,"(255, 250, 250)","(245, 255, 250)",437,24171498,1051855,0.04,0
ONERC_Rapport_2010_villes_et_adaptation-155.jpeg,6,"(248, 248, 255)","(230, 230, 250)",2244,24175632,3271777,0.14,0
adapter_son_territoire_au_changement_climatique_Guide-17.jpeg,9,"(230, 230, 250)","(255, 250, 250)",3495,17790880,3860591,0.22,0
ONERC_Rapport_2010_villes_et_adaptation-23.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3231,24175632,4224096,0.17,0
7750-9.jpeg,12,"(255, 250, 250)","(250, 240, 230)",3673,24171498,4028267,0.17,0
plan-actions-climat-energie-bd-64.jpeg,17,"(230, 230, 250)","(255, 250, 250)",4079,24171498,5045577,0.21,0
HADOPI_RA_2014-2015-117.jpeg,16,"(255, 250, 250)","(230, 230, 250)",1775,21972210,2403714,0.11,0
ONERC_Rapport_2010_villes_et_adaptation-96.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2122,24175632,6993477,0.29,0
ONERC_Rapport_2010_villes_et_adaptation-157.jpeg,3,"(255, 250, 250)","(248, 248, 255)",1827,24175632,2237861,0.09,0
ONERC_Rapport_2010_villes_et_adaptation-24.jpeg,31,"(255, 250, 250)","(245, 255, 250)",2284,24175632,6790131,0.28,0
plan-actions-climat-energie-bd-28.jpeg,10,"(230, 230, 250)","(250, 240, 230)",1339,24171498,1948529,0.08,0
WebbMediaKit-39.jpeg,21,"(47, 79, 79)","(230, 230, 250)",2137,23375000,7984893,0.34,0
Risques et pollution programme immo Gardenia-0.jpeg,4,"(255, 250, 250)","(230, 230, 250)",2677,24171498,3515147,0.15,0
ONERC_Rapport_2010_villes_et_adaptation-65.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3363,24175632,4123325,0.17,0
HADOPI_RA_2014-2015-106.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4380,21972210,3764796,0.17,0
vol1_gicc-26.jpeg,4,"(255, 250, 250)","(230, 230, 250)",3653,24163936,6178161,0.26,0
etat_des_lieux_des_connaissances__cle069e48-8.jpeg,23,"(248, 248, 255)","(230, 230, 250)",511,24163936,4912757,0.2,0
adapter_son_territoire_au_changement_climatique_Guide-33.jpeg,16,"(230, 230, 250)","(245, 255, 250)",2173,17790880,5382527,0.3,0
data_detection_images_1-18.jpeg,8,"(255, 250, 250)","(230, 230, 250)",3945,23375000,15462601,0.66,0
7750-205.jpeg,27,"(255, 250, 250)","(240, 255, 240)",2437,24163936,11338270,0.47,0
7750-201.jpeg,13,"(245, 255, 250)","(102, 205, 170)",124,24163936,1826608,0.08,0
Apple_SR_2020_Progress_Report_FR-51.jpeg,1,"(230, 230, 250)",,2245,23375000,2699664,0.12,0
TSP_SRT_Tome3_WEB-37.jpeg,33,"(255, 250, 250)","(250, 240, 230)",2613,21972210,7205908,0.33,0
7750-21.jpeg,12,"(255, 250, 250)","(230, 230, 250)",3612,24171498,3913017,0.16,0
adapter_son_territoire_au_changement_climatique_Guide-46.jpeg,19,"(230, 230, 250)","(245, 255, 250)",2926,17790880,5054843,0.28,0
WebbMediaKit-35.jpeg,11,"(47, 79, 79)","(70, 130, 180)",1517,23375000,11557402,0.49,0
7750-10.jpeg,31,"(255, 250, 250)","(230, 230, 250)",3661,24171498,5174866,0.21,0
Diagnostics programme immo L'Etang la ville-30.jpeg,3,"(255, 250, 250)","(230, 230, 250)",6450,24171498,5633245,0.23,0
adapter_son_territoire_au_changement_climatique_Guide-15.jpeg,14,"(245, 255, 250)","(240, 255, 240)",3823,17790880,4359397,0.25,0
Apple_SR_2020_Progress_Report_FR-108.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1957,23375000,2824766,0.12,0
HADOPI_RA_2014-2015-34.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3735,21972210,3435724,0.16,0
Risques et pollution programme immo Argenteuil-12.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3851,24171498,1991127,0.08,0
adaptation-changement-climatique-fiches-collectivites-22.jpeg,25,"(230, 230, 250)","(176, 196, 222)",3237,24175632,6404560,0.26,0
immobilier Upside L'atelier -1.jpeg,8,"(255, 250, 250)","(230, 230, 250)",2345,24171498,7119404,0.29,0
Diagnostics programme immo L'Etang la ville-19.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1434,24171498,1257952,0.05,0
plan-actions-climat-energie-bd-33.jpeg,11,"(230, 230, 250)","(250, 240, 230)",1178,24171498,1746145,0.07,0
HADOPI_RA_2014-2015-59.jpeg,18,"(255, 250, 250)","(230, 230, 250)",2292,21972210,2824584,0.13,0
7750-196.jpeg,26,"(255, 250, 250)","(245, 255, 250)",2117,24163936,17162509,0.71,0
guide_plan_climat_energie_albi_1-79.jpeg,24,"(255, 250, 250)","(188, 143, 143)",1160,24177345,15544738,0.64,0
Diagnostics programme immo L'Etang la ville-18.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4479,24171498,4244538,0.18,0
plan-actions-climat-energie-bd-21.jpeg,8,"(230, 230, 250)","(250, 240, 230)",1290,24171498,1791972,0.07,0
plan-actions-climat-energie-bd-88.jpeg,10,"(255, 250, 250)","(245, 255, 250)",321,24171498,1217442,0.05,0
HADOPI_RA_2014-2015-92.jpeg,17,"(255, 250, 250)","(255, 250, 250)",914,21972210,5027658,0.23,0
immobilier Upside L'atelier  2-2.jpeg,8,"(230, 230, 250)","(255, 240, 245)",4874,24171498,2527655,0.1,0
TSP_SRT_Tome3_WEB-52.jpeg,12,"(255, 250, 240)","(250, 235, 215)",1168,21972210,2514451,0.11,0
HADOPI_RA_2014-2015-90.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3198,21972210,2951899,0.13,0
plan-actions-climat-energie-bd-54.jpeg,9,"(245, 255, 250)","(255, 250, 250)",620,24171498,1288053,0.05,0
adaptation-changement-climatique-fiches-collectivites-31.jpeg,22,"(230, 230, 250)","(135, 206, 235)",2451,24175632,8297684,0.34,0
vol1_gicc-28.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3880,24163936,6363794,0.26,0
plan-actions-climat-energie-bd-41.jpeg,1,"(230, 230, 250)",,1187,24171498,2204384,0.09,0
ONERC_Rapport_2010_villes_et_adaptation-130.jpeg,4,"(255, 250, 250)","(230, 230, 250)",4187,24175632,5226215,0.22,0
Apple_SR_2020_Progress_Report_FR-66.jpeg,3,"(255, 250, 250)","(230, 230, 250)",1782,23375000,2526307,0.11,0
guide_plan_climat_energie_albi_1-53.jpeg,20,"(255, 250, 250)","(250, 240, 230)",1385,24177345,8386559,0.35,0
plan-actions-climat-energie-bd-108.jpeg,31,"(230, 230, 250)","(255, 250, 250)",2644,24171498,6914451,0.29,0
HADOPI_RA_2014-2015-36.jpeg,33,"(255, 250, 250)","(230, 230, 250)",2998,21972210,3287618,0.15,0
7750-50.jpeg,3,"(255, 250, 250)","(248, 248, 255)",127,24171498,171609,0.01,0
guide_plan_climat_energie_albi_1-39.jpeg,22,"(255, 250, 250)","(230, 230, 250)",1303,24177345,15894259,0.66,0
ONERC_Rapport_2010_villes_et_adaptation-29.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4124,24175632,5346145,0.22,0
ONERC_Rapport_2010_villes_et_adaptation-45.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4132,24175632,10541679,0.44,0
vol1_gicc-29.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3390,24163936,5633568,0.23,0
7750-153.jpeg,3,"(255, 250, 250)","(230, 230, 250)",994,24171498,986799,0.04,0
plan-actions-climat-energie-bd-16.jpeg,2,"(230, 230, 250)","(250, 240, 230)",1079,24171498,1590888,0.07,0
ONERC_Rapport_2010_villes_et_adaptation-21.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4592,24175632,5875045,0.24,0
210913_VILLE DE PARIS_diag de vulnerabi_synthese 53web VF MODIFIEE-19.jpeg,30,"(222, 184, 135)","(240, 230, 140)",3207,24171498,16064303,0.66,0
vol1_gicc-19.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4063,24163936,6724268,0.28,0
ONERC_Rapport_2010_villes_et_adaptation-69.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3348,24175632,8210608,0.34,0
HADOPI_RA_2014-2015-88.jpeg,7,"(230, 230, 250)","(255, 250, 250)",3004,21972210,2766635,0.13,0
210913_VILLE DE PARIS_diag de vulnerabi_synthese 53web VF MODIFIEE-17.jpeg,33,"(143, 188, 143)","(245, 245, 220)",3713,24171498,14271710,0.59,0
TSP_SRT_Tome3_WEB-69.jpeg,25,"(255, 250, 250)","(255, 192, 203)",3691,21972210,5763549,0.26,0
data_detection_images_1-43.jpeg,4,"(255, 250, 250)","(230, 230, 250)",2535,23375000,2317740,0.1,0
TSP_SRT_Tome3_WEB-50.jpeg,27,"(255, 250, 250)","(250, 240, 230)",2887,21972210,2994724,0.14,0
adaptation-changement-climatique-fiches-collectivites-15.jpeg,48,"(135, 206, 235)","(100, 149, 237)",2070,24175632,13295431,0.55,0
HADOPI_RA_2014-2015-2.jpeg,25,"(255, 250, 250)","(230, 230, 250)",2218,21972210,4959540,0.23,0
7750-113.jpeg,6,"(255, 250, 250)","(250, 240, 230)",973,24171498,1176096,0.05,0
7750-114.jpeg,16,"(250, 235, 215)","(255, 250, 250)",2858,24171498,2957211,0.12,0
plan-actions-climat-energie-bd-10.jpeg,3,"(230, 230, 250)","(245, 245, 220)",3578,24171498,3946964,0.16,0
Risques et pollution programme immo Argenteuil-7.jpeg,3,"(255, 250, 250)","(230, 230, 250)",3170,24171498,1911226,0.08,0
adapter_son_territoire_au_changement_climatique_Guide-8.jpeg,19,"(50, 205, 50)","(60, 179, 113)",1150,17790880,5927558,0.33,0
vol1_gicc-57.jpeg,3,"(255, 250, 250)","(230, 230, 250)",4552,24163936,6440887,0.27,0
Diagnostics programme immo L'Etang la ville-27.jpeg,3,"(255, 250, 250)","(230, 230, 250)",8278,24171498,6927335,0.29,0
data_detection_images_1-45.jpeg,3,"(255, 250, 250)","(230, 230, 250)",2639,23375000,2551170,0.11,0
7750-5.jpeg,0,,,1,24171498,0,0.0,0
plan-actions-climat-energie-bd-23.jpeg,7,"(230, 230, 250)","(250, 240, 230)",1425,24171498,2034850,0.08,0
7750-7.jpeg,8,"(255, 250, 250)","(230, 230, 250)",4063,24171498,4406633,0.18,0
7750-167.jpeg,17,"(245, 255, 250)","(240, 255, 240)",550,24163936,5652599,0.23,0
WebbMediaKit-6.jpeg,19,"(255, 250, 250)","(47, 79, 79)",1181,23375000,5326138,0.23,0
7750-166.jpeg,25,"(245, 222, 179)","(255, 250, 250)",286,24171498,7300113,0.3,0
Apple_SR_2020_Progress_Report_FR-104.jpeg,5,"(255, 250, 250)","(248, 248, 255)",1587,23375000,2645132,0.11,0
plan-actions-climat-energie-bd-56.jpeg,46,"(230, 230, 250)","(250, 240, 230)",3455,24171498,6106921,0.25,0
vol1_gicc-40.jpeg,3,"(230, 230, 250)","(255, 250, 250)",4029,24163936,6379938,0.26,0
Apple_SR_2020_Progress_Report_FR-13.jpeg,3,"(255, 250, 250)","(248, 248, 255)",2919,23375000,2655365,0.11,0
Diagnostics programme immo L'Etang la ville-24.jpeg,3,"(255, 250, 250)","(230, 230, 250)",7169,24171498,6037309,0.25,0
rapport_d_activite_2021_de_la_direction_generale_des_entreprises-5.jpeg,35,"(253, 245, 230)","(250, 240, 230)",1888,21972210,4378747,0.2,0
7750-44.jpeg,12,"(255, 250, 250)","(230, 230, 250)",3506,24171498,4093063,0.17,0
etat_des_lieux_des_connaissances__cle069e48-0.jpeg,28,"(240, 255, 255)","(248, 248, 255)",272,24163936,6174697,0.26,0
HADOPI_RA_2014-2015-141.jpeg,3,"(230, 230, 250)","(255, 250, 250)",3759,21972210,3766867,0.17,0
7750-111.jpeg,8,"(255, 250, 250)","(230, 230, 250)",2329,24171498,2535659,0.1,0
Diagnostics programme immo L'Etang la ville-35.jpeg,3,"(255, 250, 250)","(230, 230, 250)",7270,24171498,6200355,0.26,0
TSP_SRT_Tome3_WEB-60.jpeg,15,"(255, 250, 250)","(230, 230, 250)",941,21972210,2381222,0.11,0
HADOPI_RA_2014-2015-144.jpeg,11,"(255, 250, 250)","(230, 230, 250)",2216,21972210,2645551,0.12,0
WebbMediaKit-32.jpeg,11,"(47, 79, 79)","(70, 130, 180)",1241,23375000,8835260,0.38,0
